"","AAPL","AMGN","AXP","BA","CAT","CRM","CSCO","CVX","DIS","DOW","GS","HD","IBM","INTC","JNJ","JPM","KO","MCD","MMM","MRK","MSFT","NKE","PG","TRV","UNH","V","VZ","WBA","WMT"
"2013-12-09",20.229643,113.980003,85.75,134.679993,86.089996,53.68,21.219999,123.339996,71.110001,NA,167.669998,79.599998,177.460007,24.93,94.440002,56.509998,40.400002,95.720001,128.570007,49.560001,38.709999,39.889999,84.779999,88.449997,73.720001,50.397499,49.57,56.66,79.949997
"2013-12-10",20.198214,114.099998,85.290001,133.699997,86.419998,53.720001,21.209999,123.660004,71.57,NA,169.729996,78.610001,177.119995,24.82,94.139999,56.700001,39.849998,95.43,127.550003,49.43,38.110001,39.610001,83.650002,88.440002,74.050003,49.857498,49.049999,56.599998,79.080002
"2013-12-11",20.048571,113.050003,83.900002,132.559998,85.279999,51.43,20.879999,122.099998,70.519997,NA,167.600006,79,175.199997,24.42,93.110001,56.07,40.130001,95.260002,126.769997,48.950001,37.610001,38.419998,84.019997,87.099998,72.139999,51.415001,48.490002,57.68,79.089996
"2013-12-12",20.019285,112.57,83.300003,132.960007,85.57,50.98,20.51,120.989998,69.629997,NA,168.330002,78.529999,173.369995,24.469999,91.160004,56.310001,39.209999,94.099998,126.580002,48.32,37.220001,38.115002,82.300003,86.629997,71.010002,50.860001,48.130001,57.549999,78.5
"2013-12-13",19.801071,112.160004,83.68,133.830002,86.050003,51.130001,20.24,119.900002,69.620003,NA,168.389999,79.010002,172.800003,24.290001,91.349998,56.169998,39.23,94.440002,126.43,48.380001,36.689999,38.200001,82.370003,86.489998,70.480003,51.84,47.84,57.009998,78.080002
"2013-12-16",19.910715,112.120003,84.519997,134.720001,87.379997,51.16,20.68,120.220001,70.510002,NA,170.949997,79.099998,177.850006,24.450001,91.370003,56.419998,39.27,95.449997,127.660004,48.09,36.889999,38.220001,81.690002,87.050003,71.059998,51.9375,48.259998,56.880001,77.739998
"2013-12-17",19.821072,111,84.110001,135.880005,86.919998,52.220001,20.92,118.739998,70.660004,NA,170.490005,78.620003,175.759995,24.66,90.660004,55.720001,39.099998,94.379997,131.389999,47.900002,36.52,38.380001,80.910004,86.57,70.730003,53.3125,47.560001,56.25,77.25
"2013-12-18",19.670357,112.730003,85.989998,135.490005,88.169998,53.360001,21,121.599998,72.199997,NA,174.839996,80.050003,178.699997,25.15,92.639999,57.240002,40.02,95.93,135.800003,48.900002,36.580002,39.275002,82.379997,88.139999,72.379997,53.837502,48.470001,57.34,77.940002
"2013-12-19",19.445,112.599998,86.410004,135.169998,87.540001,53.07,21.07,123.220001,72.970001,NA,174.770004,79.949997,180.220001,25.139999,91.980003,57.23,39.860001,95.139999,136.410004,48.790001,36.25,39.130001,81.900002,88.790001,72.389999,54.02,48.43,56.939999,77.239998
"2013-12-20",19.607857,114.029999,87.57,136.669998,88.93,53.720001,21.129999,122.779999,72.400002,NA,175.160004,80.040001,180.020004,25.059999,92.089996,57.700001,40.040001,96.510002,136.720001,49.32,36.799999,38.669998,81.839996,89.18,73.349998,53.9925,48.080002,59.040001,77.43
"2013-12-23",20.360357,113.199997,88.309998,136.399994,89.959999,54.580002,21.57,122.800003,73.279999,NA,176.470001,80.559998,182.229996,25.32,92.029999,58.240002,40.16,96.300003,136.800003,49.360001,36.619999,38.555,81.309998,89.160004,74.349998,54.5075,48.580002,57.540001,77.870003
"2013-12-24",20.273928,112.25,88.690002,136.830002,90.910004,54.799999,21.690001,123.510002,73.849998,NA,176.160004,80.639999,183.220001,25.43,92.059998,58.25,40.189999,96.540001,136.990005,49.41,37.080002,38.830002,81.309998,89.489998,74.129997,54.682499,48.98,57.610001,78.010002
"2013-12-26",20.139286,114.360001,89,138.270004,91.150002,54.849998,21.799999,124.809998,74.620003,NA,176.449997,81.550003,185.350006,25.700001,92.540001,58.200001,40.490002,96.839996,138.289993,49.720001,37.439999,39.095001,81.760002,90.010002,74.849998,55.049999,49.18,57.669998,78.389999
"2013-12-27",20.003214,115.120003,89.190002,136.899994,90.870003,54.450001,22.02,125.230003,74.349998,NA,176.350006,81.639999,185.080002,25.6,92.349998,58.139999,40.66,96.910004,139.350006,49.790001,37.290001,39.080002,82.010002,89.849998,74.690002,54.9175,49.169998,57.43,78.470001
"2013-12-30",19.804285,115.489998,89.589996,135.919998,90.870003,55.169998,22.25,124.230003,76.230003,NA,175.729996,81.940002,186.410004,25.85,92.300003,57.950001,41.09,97.010002,139.419998,49.939999,37.290001,39.369999,82,90.279999,74.779999,55.227501,49.150002,57.84,78.629997
"2013-12-31",20.036428,114.080002,90.730003,136.490005,90.809998,55.189999,22.43,124.910004,76.400002,NA,177.259995,82.339996,187.570007,25.959999,91.589996,58.48,41.310001,97.029999,140.25,50.049999,37.41,39.32,81.410004,90.540001,75.300003,55.669998,49.139999,57.439999,78.690002
"2014-01-02",19.754642,115.800003,89.449997,136.669998,89.870003,54.860001,22,124.139999,76.269997,NA,176.889999,82.019997,185.529999,25.790001,91.029999,58.209999,40.66,96.410004,138.130005,49.490002,37.16,39.119999,80.540001,89.330002,74.57,55.252499,49,56.630001,78.910004
"2014-01-03",19.320715,114.470001,89.739998,137.619995,89.82,55.119999,21.98,124.349998,76.110001,NA,178.149994,81.889999,186.639999,25.780001,91.849998,58.66,40.459999,96.540001,138.449997,49.73,36.91,39.014999,80.449997,89.160004,75.099998,55.290001,48.419998,56.82,78.650002
"2014-01-06",19.426071,113.480003,89.699997,138.410004,88.639999,54.23,22.01,124.019997,75.82,NA,179.369995,81.099998,186,25.459999,92.330002,59,40.27,95.849998,137.630005,49.740002,36.130001,38.715,80.639999,88.919998,74.239998,54.9575,48.689999,57.139999,78.209999
"2014-01-07",19.287144,116.43,89.360001,140.509995,88.93,54.950001,22.309999,125.07,76.339996,NA,178.289993,81.5,189.710007,25.59,94.290001,58.32,40.389999,96.379997,137.649994,50.110001,36.41,38.744999,81.419998,88.400002,76.510002,55.377499,49.299999,57.509998,78.449997
"2014-01-08",19.409286,115.879997,89.410004,140.820007,89.139999,56.939999,22.290001,123.290001,75.220001,NA,178.440002,81.93,187.970001,25.43,94.160004,58.869999,39.939999,95.410004,136.630005,49.790001,35.759998,38.544998,80.239998,87.580002,75.620003,55.555,48.5,59.360001,77.830002
"2014-01-09",19.161428,118.889999,88.879997,142.130005,89.709999,56.290001,22.09,123.290001,74.900002,NA,177.399994,81.57,187.380005,25.309999,94.730003,58.759998,39.73,95.459999,136.449997,49.52,35.529999,38.544998,80.419998,87.68,76.080002,55.477501,47.5,61.139999,78.089996
"2014-01-10",19.033571,117.989998,88.550003,141.899994,90.510002,56.950001,22.219999,121.010002,75.389999,NA,178.389999,82.010002,187.259995,25.530001,94.739998,58.490002,40.130001,95.800003,136.179993,49.880001,36.040001,38.459999,80.300003,87.489998,74.699997,55.282501,47.75,60.360001,78.040001
"2014-01-13",19.133215,116.400002,86.989998,140.699997,89.889999,56.209999,22.190001,119.25,73.269997,NA,175.880005,80.970001,184.160004,25.5,94.5,57.700001,39.529999,94.830002,134.679993,53.119999,34.98,37.59,80.010002,86.339996,73.940002,54.724998,47.029999,60.200001,77.489998
"2014-01-14",19.513929,117.720001,87.120003,140.009995,90.559998,57.509998,22.41,119.57,74.449997,NA,176.600006,81.010002,185.919998,26.51,94.720001,57.740002,39.689999,95.220001,137.410004,53,35.779999,37.584999,80.870003,87.449997,74.019997,55.662498,47.080002,60,77.959999
"2014-01-15",19.905714,118.510002,88.25,140.619995,92.410004,59.720001,22.780001,119.18,74.279999,NA,178.75,81.07,187.740005,26.67,94.800003,59.490002,39.759998,95.459999,138.440002,52.52,36.759998,37.715,80.790001,87.879997,74.839996,55.939999,48.27,59.490002,77.660004
"2014-01-16",19.794643,119.029999,87.779999,140.210007,92.010002,59.209999,22.780001,118.830002,74.209999,NA,175.169998,81.260002,188.759995,26.540001,94.639999,58.990002,39.709999,96.059998,138.160004,52.5,36.889999,37.395,80.559998,87.239998,72.760002,55.442501,48.529999,59.889999,76.760002
"2014-01-17",19.309643,119.150002,90.970001,140.460007,91.440002,59.860001,22.74,119.290001,73.980003,NA,176.279999,81,190.089996,25.85,95.059998,58.110001,39.279999,94.93,137.309998,51.950001,36.380001,36.695,79.879997,86.470001,72.519997,58.044998,48.349998,59.16,76.190002
"2014-01-21",19.609642,119.25,90.589996,141.669998,90.599998,60.950001,22.83,120.360001,74.199997,NA,173.199997,80.459999,188.429993,25.59,94.029999,58.169998,39.919998,95.080002,136.990005,51.830002,36.169998,36.875,80.18,85,73.160004,57.982498,47.700001,58.73,75.839996
"2014-01-22",19.696785,124.370003,91.129997,144.369995,89.639999,61.139999,22.84,120.43,75.309998,NA,173.679993,80.199997,182.25,25.309999,94.32,57.59,39.900002,94.879997,136.479996,51.349998,35.93,36.75,79.230003,84.559998,73.400002,58.247501,47.330002,58.91,75.349998
"2014-01-23",19.863571,123.599998,89.169998,141.309998,88.480003,60.080002,22.559999,118.389999,74.790001,NA,170.75,80.239998,182.729996,25.129999,92.739998,56.470001,39.240002,95.32,134.710007,51.599998,36.060001,36.365002,78.239998,83.07,73.199997,57.0625,47.860001,58.349998,74.959999
"2014-01-24",19.502501,119.290001,86.949997,136.649994,86.169998,58.400002,22.200001,116.290001,72.720001,NA,167.639999,79.160004,179.639999,24.809999,90.610001,55.09,38.84,94.43,130.220001,51.98,36.810001,35.825001,79.18,81.610001,71.599998,55.3125,47.630001,57.23,74.419998
"2014-01-27",19.660715,118.519997,85.720001,137.360001,91.290001,57.080002,22,116.43,72.25,NA,164.690002,78.940002,177.899994,24.719999,89.940002,55.09,38.73,94.07,128.960007,52.529999,36.029999,35.950001,78.470001,82.290001,71.650002,54.055,47.689999,57.400002,74.150002
"2014-01-28",18.089285,120.699997,86.639999,137.089996,92.470001,59.369999,21.75,116.839996,72.879997,NA,166.25,78.540001,176.850006,24.9,90.099998,55.740002,38.869999,94.18,129.809998,52.869999,36.27,36.355,79.110001,83.099998,71.709999,55.240002,47.360001,57.02,74.669998
"2014-01-29",17.883928,119.169998,85.550003,129.779999,90.620003,57.959999,21.65,116,71.330002,NA,163.899994,76.68,176.399994,24.68,88.900002,55.529999,37.900002,93.150002,130.25,52.209999,36.66,35.884998,77.639999,82.209999,71.260002,54.279999,47.689999,56.5,74.099998
"2014-01-30",17.849285,120.889999,86.620003,126.529999,93.199997,60.970001,21.98,116.449997,73.220001,NA,165.839996,76.93,177.360001,24.74,89.5,56,38.169998,93.800003,128.050003,53.509998,36.860001,36.970001,76.870003,82.360001,72.800003,55.220001,47.630001,57.259998,74.75
"2014-01-31",17.878571,118.949997,85.019997,125.260002,93.910004,60.529999,21.91,111.629997,72.610001,NA,164.119995,76.849998,176.679993,24.540001,88.470001,55.360001,37.82,94.169998,128.190002,52.970001,37.84,36.424999,76.620003,81.279999,72.279999,53.857498,48.02,57.349998,74.68
"2014-02-03",17.911785,116.75,82.860001,123.080002,92.419998,58.470001,21.549999,111.139999,69.989998,NA,159.820007,75.089996,172.899994,23.950001,86.779999,54.310001,37.200001,93.019997,123.900002,52.080002,36.48,35.439999,75.699997,80.260002,70.739998,53.3675,46.41,55.57,72.660004
"2014-02-04",18.171072,115.779999,84,122.040001,92.5,60.959999,21.799999,110.830002,71.050003,NA,161.759995,74.970001,172.839996,23.82,86.620003,54.950001,37.48,93.089996,126.720001,53.509998,36.349998,35.255001,76.089996,80.349998,70.510002,53.634998,46.82,55.950001,72.730003
"2014-02-05",18.306786,115.07,83.720001,121.400002,91.959999,61.630001,21.98,109.519997,71.760002,NA,160.419998,75.260002,174.240005,23.52,87.279999,55.209999,37.610001,93.580002,127.360001,53.529999,35.82,35.299999,76.449997,80.440002,70.82,53.9025,46.689999,57.849998,72.870003
"2014-02-06",18.303928,116.07,85.690002,122.669998,93.830002,61.700001,22.49,111.269997,75.559998,NA,161.75,76.160004,174.669998,23.99,88.75,56.48,38.029999,94.940002,128.899994,53.77,36.18,35.755001,76.900002,80.690002,70.870003,54.752499,46.68,59.220001,72.82
"2014-02-07",18.559999,118.900002,87,127.019997,94.870003,61.549999,22.67,112.050003,75.669998,NA,161.929993,76.449997,177.25,24.209999,90.040001,56.619999,37.950001,95.919998,130.330002,54.77,36.560001,36.345001,77.309998,80.879997,71.360001,55.445,46.810001,60.959999,73.75
"2014-02-10",18.8925,120.300003,88.339996,127.160004,94.5,61.040001,22.83,111.690002,77.059998,NA,161,76.410004,177.139999,24.290001,91.07,56.740002,38.57,94.860001,129.699997,54.889999,36.799999,36.334999,78.029999,82.349998,69.739998,55.137501,46.91,60.650002,73.760002
"2014-02-11",19.141428,121.239998,88.580002,130.160004,94.959999,61.23,22.709999,113.580002,77.790001,NA,164.389999,76.699997,179.699997,24.469999,92.970001,57.43,38.639999,95.339996,130.979996,55.700001,37.169998,36.990002,78.839996,83.209999,70.620003,55.5825,47.209999,64.199997,74.800003
"2014-02-12",19.139999,122.209999,89.019997,128.130005,96.169998,61.48,22.85,112.029999,77.910004,NA,163.5,77.279999,180.240005,24.549999,92.419998,57.52,38.509998,94.889999,130.440002,55,37.470001,37.055,77.489998,82.260002,70.239998,56.0425,47.369999,65.419998,74.959999
"2014-02-13",19.443928,124.150002,88.900002,129.5,96.110001,63.130001,22.27,112.510002,77.900002,NA,164.059998,77.589996,181.839996,24.700001,92.559998,58.029999,38.650002,95.459999,130.139999,55.099998,37.610001,37.435001,77.800003,82.879997,71.209999,56.012501,47.310001,66.389999,75.360001
"2014-02-14",19.428215,123.839996,89,130.160004,96.550003,62.799999,22.559999,113.480003,79.230003,NA,163.720001,77.93,183.690002,24.76,92.760002,58.150002,38.93,95.779999,132.119995,55.439999,37.619999,37.535,79.400002,84.019997,73.519997,56.5,46.509998,64.779999,75.790001
"2014-02-18",19.499643,124.940002,89.019997,130.630005,96.559998,63.73,22.41,112.709999,79.580002,NA,164.649994,77.57,183.190002,24.76,92.169998,58.490002,37.470001,96.019997,131.800003,55.689999,37.419998,37.605,77.970001,84.370003,73.830002,56.514999,45.98,64.540001,75.330002
"2014-02-19",19.191786,123.349998,88.839996,128.389999,96.209999,63.02,22.280001,113.599998,78.870003,NA,163.259995,76.449997,182.949997,24.5,91.639999,57.259998,37.099998,95.550003,130.559998,55.040001,37.509998,37.41,78.139999,84.010002,73.550003,55.970001,46.529999,65.510002,74.849998
"2014-02-20",18.969643,123.489998,89.010002,129.559998,96.919998,63.009998,22.299999,114.599998,79.190002,NA,164.5,77.480003,184.259995,24.74,92.379997,57.580002,37.299999,95.75,131.559998,55.810001,37.75,37.790001,77.919998,83.809998,73.480003,55.865002,48.119999,66.550003,73.519997
"2014-02-21",18.758928,123.849998,88.75,128.279999,97.5,63.59,22.129999,112.68,80.129997,NA,164.5,77.739998,182.789993,24.42,91.519997,57.610001,37.18,96.449997,131.570007,56.029999,37.98,38.240002,77.970001,83.790001,73.809998,55.84,47.27,66.32,73.120003
"2014-02-24",18.841072,125.790001,89.919998,129.589996,97.32,63.91,22.120001,114.150002,80.730003,NA,166.539993,77.870003,183.449997,24.629999,91.110001,58.029999,37.5,96.5,132.199997,56.18,37.689999,38.919998,77.860001,83.440002,76.010002,56.547501,46.23,66.519997,73.349998
"2014-02-25",18.645,124.360001,89.910004,126.779999,96.410004,63.66,21.84,114.970001,80.209999,NA,163.479996,80.980003,183.229996,24.620001,91.110001,57.029999,37.77,96.620003,132.929993,55.91,37.540001,39.055,78.120003,83.339996,75.32,56.7775,46.290001,66.949997,73.349998
"2014-02-26",18.476786,121.860001,89.730003,126.610001,97.199997,63.740002,21.93,115.510002,80.080002,NA,162.800003,81.699997,184.059998,24.799999,91.110001,56.75,37.869999,95.889999,132.860001,56.27,37.470001,39.209999,77.860001,83.43,76.059998,56.5275,46.349998,66.510002,74.779999
"2014-02-27",18.845358,123.080002,90.290001,128.559998,96.699997,66.220001,21.92,115.690002,80.480003,NA,165.380005,81.970001,185.270004,24.76,91.360001,56.689999,38.07,95.080002,134.339996,56.66,37.860001,39.009998,78.190002,83.849998,76.019997,56.57,47.5,68.190002,74.559998
"2014-02-28",18.794285,124.019997,91.279999,128.919998,96.970001,62.369999,21.799999,115.330002,80.809998,NA,166.449997,82.029999,185.169998,24.76,92.120003,56.82,38.200001,95.150002,134.729996,56.990002,38.310001,39.150002,78.660004,83.839996,77.269997,56.485001,47.580002,67.949997,74.699997
"2014-03-03",18.848572,123.690002,89.970001,128.220001,96.309998,61.490002,21.57,114.839996,79.459999,NA,164.740005,82,184.259995,24.5,91.559998,56.209999,38.119999,94.32,132.210007,56.419998,37.779999,38.695,77.480003,83.18,77.099998,55.360001,47.310001,67.400002,74.120003
"2014-03-04",18.972857,126,92.610001,130.229996,97.019997,63.07,21.82,115.32,81.709999,NA,168.729996,82.870003,186.440002,24.610001,93.339996,57.259998,38.310001,94.980003,132.679993,57.060001,38.41,39.310001,78.449997,84.110001,78.129997,56.375,47.900002,69.089996,75.129997
"2014-03-05",19.012857,126.190002,92.139999,128.789993,96.370003,63.68,21.870001,114.43,82.68,NA,171.899994,82.910004,187.139999,24.5,92.589996,58.16,38.349998,95.019997,133.850006,56.880001,38.110001,38.709999,77.82,84.370003,77.989998,55.702499,47.380001,68.480003,74.800003
"2014-03-06",18.955357,124.190002,93.519997,128.860001,97.599998,63.139999,21.82,114.849998,83.339996,NA,172.600006,82.410004,187.639999,24.629999,92.889999,58.900002,38.470001,95.580002,134.080002,57.259998,38.150002,39.110001,78.059998,84.400002,77.639999,55.965,47.459999,66.709999,74.879997
"2014-03-07",18.944286,122.260002,93.860001,128.539993,97.050003,60.740002,21.73,115.080002,82.209999,NA,174.259995,82.550003,187.679993,24.639999,93.32,59.400002,38.549999,95.5,134.110001,57.470001,37.900002,39.73,78.379997,83.93,77.400002,56.389999,47.150002,67.209999,74.580002
"2014-03-10",18.961428,125.400002,93.699997,126.889999,96.75,59.779999,21.690001,115.839996,81.970001,NA,173.509995,82.18,186.389999,24.84,93.449997,59.200001,38.650002,95.199997,133.559998,57.32,37.82,39.490002,78.529999,83.779999,77.879997,56.375,47.029999,66.779999,74.43
"2014-03-11",19.14607,124.269997,93.199997,125.669998,96.839996,61.02,21.610001,114.510002,81.050003,NA,169.889999,81.290001,186.759995,24.73,93.489998,58.189999,38.799999,98.779999,132.509995,56.689999,38.02,39.400002,78.949997,83.580002,77.779999,56.794998,46.700001,66.519997,74.919998
"2014-03-12",19.164642,125.980003,92.900002,124.43,96.82,61.52,21.82,115.650002,81.379997,NA,169.720001,80.559998,186.220001,24.76,93.599998,57.919998,38.470001,98.709999,132.570007,56.810001,38.27,39.485001,79.239998,83.43,77.599998,56.525002,46.360001,66.93,75.529999
"2014-03-13",18.951786,123.959999,90.690002,121.889999,95.610001,59.060001,21.52,114.449997,79.93,NA,166.699997,78.800003,183.899994,24.57,93,57.419998,37.970001,97.370003,130.809998,55.790001,37.889999,39.264999,79.190002,82.589996,77.010002,55.195,46.029999,66.93,74.93
"2014-03-14",18.738928,122.540001,90.169998,123.110001,95.389999,58.16,21.35,114.099998,80.07,NA,165.350006,79.379997,182.210007,24.5,92.809998,56.799999,38.169998,97.580002,129.830002,55.700001,37.700001,39.16,78.980003,82.660004,75.699997,55.192501,46.080002,67.07,74.279999
"2014-03-17",18.812143,123.860001,91.260002,125.419998,95.669998,58.32,21.51,115.07,81.389999,NA,166.839996,79.580002,185.809998,24.700001,93.93,57.580002,38.27,97.599998,132.270004,56.259998,38.049999,39.490002,79.839996,83.540001,76.760002,55.945,46.310001,67.339996,74.68
"2014-03-18",18.978571,127.470001,91.589996,124.040001,96.410004,59.630001,21.629999,116.239998,81.989998,NA,168.089996,79.82,186.809998,24.82,93.940002,58.060001,38.400002,97.309998,132.740005,56.360001,39.549999,39.82,79.769997,83.949997,78,56.602501,46.700001,67.199997,74.769997
"2014-03-19",18.973572,126.580002,90.730003,122.239998,96.040001,58.43,21.629999,115.199997,80.519997,NA,168.179993,79.75,184.710007,25.02,93.589996,58.299999,38.139999,96.099998,131.229996,55.990002,39.27,39.575001,78.779999,83.199997,79.959999,55.955002,46.360001,66.830002,74.379997
"2014-03-20",18.882143,127.050003,91.690002,123.730003,96.209999,59.119999,21.83,115.510002,80.809998,NA,169.220001,80.089996,187.899994,25.43,94.120003,60.110001,38.450001,96.599998,132.429993,55.59,40.330002,39.634998,78.32,83.230003,81.529999,55.455002,47.209999,66.5,75.379997
"2014-03-21",19.031071,122.93,91.519997,122.580002,97.389999,57.029999,21.639999,115.629997,80.349998,NA,166.949997,80.419998,186.669998,25.17,95.93,60.169998,38.439999,95.470001,133.119995,54.66,40.16,37.605,77.879997,83.779999,81.339996,55.842499,46.91,64.75,76.099998
"2014-03-24",19.256786,121.279999,91.010002,123.419998,96.849998,56.360001,21.57,115.849998,79.489998,NA,165.720001,79.660004,188.25,25.120001,95.199997,61.07,38.400002,96.18,132.419998,53.779999,40.5,37.43,79.300003,83.860001,81.279999,55.1875,47.009998,64.309998,76.760002
"2014-03-25",19.463928,120.629997,90.839996,124.019997,98.589996,56.650002,22.34,117.089996,79.550003,NA,163.25,79.470001,195.039993,25.459999,97.379997,60.93,38.619999,95.910004,134.059998,55.189999,40.34,36.825001,79.809998,84.029999,81.099998,54.599998,47.220001,66.419998,76.870003
"2014-03-26",19.277857,120.110001,89.660004,123.529999,97.800003,55.209999,22.32,117.709999,78.620003,NA,161.729996,78.870003,192.619995,25.379999,97.050003,59.900002,38.610001,95.839996,133.089996,56.02,39.790001,36.610001,79.5,83.43,81.540001,53.919998,47.009998,64.93,76.230003
"2014-03-27",19.195,122.290001,89.989998,123.209999,98.449997,55.970001,22.02,117.669998,78.480003,NA,162.289993,78.68,189.830002,25.309999,97.279999,59.919998,38.82,96.160004,132.839996,55.73,39.360001,36.66,79.650002,83.489998,81.019997,53.942501,47.689999,64.349998,76.139999
"2014-03-28",19.173571,120.550003,90.459999,124.459999,99.389999,55.75,22.33,118.5,78.989998,NA,162.300003,78.720001,190.449997,25.620001,97.440002,60.040001,38.950001,97.239998,134.199997,55.98,40.299999,36.77,79.760002,83.989998,81.620003,53.022499,47.419998,65.360001,76.010002
"2014-03-31",19.169285,123.339996,90.029999,125.489998,99.370003,57.09,22.42,118.910004,80.07,NA,163.850006,79.129997,192.490005,25.809999,98.230003,60.709999,38.66,98.029999,135.660004,56.77,40.990002,36.93,80.599998,85.099998,81.989998,53.965,47.57,66.029999,76.43
"2014-04-01",19.344643,126.07,91.169998,128.210007,99.809998,58.799999,23.1,119,81.57,NA,165.919998,79.379997,194.5,25.99,97.940002,60.669998,38.41,97.900002,136.529999,56.369999,41.419998,37.195,80.339996,84.389999,81.839996,53.674999,47.75,65.830002,76.769997
"2014-04-02",19.376785,125.980003,90.400002,128.309998,102.629997,58.150002,22.99,119.349998,81.669998,NA,167.270004,79.949997,193.550003,25.889999,98.230003,60.48,38.330002,97.589996,136,56.459999,41.349998,37.27,80.129997,84.650002,81.610001,53.665001,47.82,66.349998,77.18
"2014-04-03",19.2425,124.129997,90.980003,128.779999,102.550003,55.740002,23.09,119.040001,81.690002,NA,166.089996,79.400002,192.690002,26.41,98.260002,60.66,38.07,97.660004,136.139999,56.209999,41.009998,36.994999,80.099998,84.980003,82.25,53.752499,48.119999,67.089996,77.459999
"2014-04-04",18.993572,119.110001,89.169998,127.379997,102.169998,54.41,22.709999,118.800003,80.43,NA,163.240005,78.720001,191.770004,26.16,98.419998,59.810001,38.220001,97.870003,135.860001,56.119999,39.869999,36.419998,79.769997,85.199997,81.529999,51.924999,48.040001,66.050003,77.309998
"2014-04-07",18.695356,118.82,86.599998,125.589996,101.110001,53.970001,22.85,117.339996,79.129997,NA,158.559998,77.129997,194.520004,26.49,97.889999,59,38.619999,97.010002,134.399994,55.189999,39.799999,35.415001,80.489998,85,81.080002,50.852501,48.119999,65.099998,77.309998
"2014-04-08",18.694286,117.980003,86.489998,124.150002,102.389999,55.209999,22.940001,117.800003,79.57,NA,156.559998,77.110001,193.289993,26.91,98.059998,58.849998,38.900002,98.080002,134.839996,55.040001,39.82,36.459999,81.349998,84.730003,80.660004,50.647499,48.209999,63.82,78.18
"2014-04-09",18.940001,120,88.720001,126.879997,102.989998,56.950001,23.120001,119.099998,80.470001,NA,158.160004,77.760002,196.639999,26.98,98.949997,59.27,38.990002,98.349998,135.839996,57.099998,40.470001,36.779999,81.489998,85.82,81.389999,51.884998,47.98,65.519997,77.970001
"2014-04-10",18.695715,114.110001,85.360001,123.639999,102.260002,54.549999,22.65,116.690002,77.510002,NA,155.979996,76.779999,195.679993,26.43,96.540001,57.400002,38.889999,99.43,133.970001,55.849998,39.360001,36.224998,81.089996,84.989998,79.989998,50.387501,47.470001,63.400002,76.889999
"2014-04-11",18.557501,111.940002,84.540001,122.07,101.449997,52.869999,22.459999,117.029999,77.010002,NA,152.720001,75.699997,195.190002,26.18,96.870003,55.299999,38.630001,99.290001,132.389999,55.919998,39.209999,35.625,80.760002,85.300003,78.949997,49.157501,47.07,64.260002,76.5
"2014-04-14",18.631428,113.32,85.5,123.25,102.779999,53.779999,22.85,118.699997,77.620003,NA,154.740005,75.970001,197.770004,26.559999,97.139999,54.959999,38.73,100.110001,133.149994,55.57,39.18,36.189999,80.809998,85.5,79.18,50.252499,47.27,65.669998,77.379997
"2014-04-15",18.498571,115,86.040001,124.269997,102.5,55.23,22.889999,120.300003,77.660004,NA,154.919998,75.889999,197.020004,26.77,99.199997,54.799999,40.18,100.830002,134.089996,56.049999,39.75,36.139999,80.839996,85.889999,79.510002,51.012501,46.919998,66.010002,76.879997
"2014-04-16",18.536072,115.540001,87.400002,126.040001,102.93,55.98,23.030001,121.830002,78.949997,NA,157.220001,76.580002,196.399994,26.93,98.75,55.259998,40.59,100.830002,136.770004,56.259998,40.400002,36.549999,81.650002,86.779999,78.190002,52.34,47.099998,66.160004,77.220001
"2014-04-17",18.747858,115.459999,86.220001,127.919998,102.830002,56.099998,23.209999,123.68,79.989998,NA,157.440002,77.089996,190.009995,27.040001,98.959999,55.220001,40.720001,100.25,137.729996,56.470001,40.009998,37.014999,81.760002,86.68,75.779999,51.987499,47.599998,66.75,77.660004
"2014-04-21",18.970358,117.019997,86.669998,127.82,102.639999,56.110001,23.4,124.239998,79.110001,NA,157.800003,77.959999,192.270004,26.950001,100,55.029999,40.75,99.669998,138.619995,57.25,39.939999,36.950001,81.559998,86.400002,74.949997,52.282501,47.98,66.129997,77.599998
"2014-04-22",18.989286,119.300003,87.07,127.550003,103.690002,57.080002,23.52,124,79.449997,NA,160.460007,79.669998,192.149994,26.84,100.18,55.810001,40.709999,99.32,138.889999,57.77,39.990002,37.174999,81.25,86.889999,75.760002,52.4925,47.919998,67.379997,77.559998
"2014-04-23",18.741072,113.32,87.129997,130.630005,103.379997,55.639999,23.5,124.690002,79.519997,NA,160.449997,78.519997,191.729996,26.75,100.220001,56.049999,40.73,99.129997,137.990005,57.5,39.689999,37.049999,80.360001,88.129997,75.330002,52.205002,47.43,67.389999,78.040001
"2014-04-24",20.2775,113.720001,87.410004,129.860001,105.279999,54.73,23.33,124.300003,79.589996,NA,160.850006,79.769997,190.220001,26.75,99.959999,56.189999,40.700001,99.839996,136.649994,57.529999,39.860001,36.695,81.150002,88.589996,76.589996,52.349998,46.279999,67.419998,78.309998
"2014-04-25",20.426428,111.410004,87.029999,128.660004,104.690002,52.799999,23,123.989998,78.230003,NA,158.240005,79.379997,189.630005,26.26,99.790001,55.700001,41.009998,100.730003,136.559998,57.240002,39.91,36.349998,81.410004,88.309998,75.660004,49.732498,45.939999,66.650002,78.620003
